"FILE","JD-OBS","DATE-OBS","EXPTIME","OBSERVER","INSTRUMENT","PHASE","CENTER","RV","ERROR"
"alphadra_20230525202807_gbertrand.fits",2460090.3528638217,"2023-05-25T20:28:07.4342016",4800,"gbertrand","72ED + StarEx2400 + ASI183MM",0.024667125590156047,6562.29696374445,-35.60097061698579,0.26863894557158513
"alphadra_20230526001015_xdupont.fits",2460090.507125147,"2023-05-26T00:10:15.6127220",5400.0,"xdu","Newton 115x900 + StarEx2400 F23mic + ASI183MM",0.02766412639030591,6562.315960226467,-34.8668532986783,0.6039872902395805
"alphadra_20230526203655_ebryssinck.fit",2460091.35898147,"2023-05-26T20:36:55.999",4814.0,"e.bryssinck","C11_LHiRes_2400_TRIUSSX814",0.04421405602101913,6562.259714333276,-37.33500525052064,0.19263909725957515
"alphadra_20230526204126_xdupont.fits",2460091.3621145007,"2023-05-26T20:41:26.6928467",6300.0,"xdu","Newton 115x900 + StarEx2400 F23mic + ASI183MM",0.04427492477870487,6562.266538648075,-37.014966856183115,0.7445351776425375
"alphadra_20230526213814_vlecocq.fits",2460091.401552139,"2023-05-26T21:38:14.104800",3000.0,"v. lecocq","FSQ106@F8_StarEx2400_fente 19 m_ASI183",0.04504112222099366,6562.298293669484,-35.60823273062596,1.1820688803321877
"alphadra_20230527202600_ebertrand.fit",2460092.351388889,"2023-05-27T20:26:00",3279,"ebe","C11-f2800-LhiresIII_2400-35u-Atik314L+",0.06349462306414466,6562.257461454659,-37.42335585819597,0.5774480025951126
"alphadra_20230527210946_xdupont.fits",2460092.3817844717,"2023-05-27T21:09:46.1783403",5400.0,"xdu","Newton 115x900 + StarEx2400 F23mic + ASI183MM",0.06408515076537924,6562.223747761374,-38.99420742795629,0.5573231347978175
"alphadra_20230527211818_gbertrand.fits",2460092.387709908,"2023-05-27T21:18:18.1360792",3600,"gbertrand","72ED + StarEx2400 + ASI183MM",0.06420027059780864,6562.183288779311,-40.842025399253885,0.6204357335708035
"alphadra_20230527212540_bchristian.fits",2460092.392827861,"2023-05-27T21:25:40.327200",5400.0,"cbuil","T200 + StarEx2400  + ASI533MM",0.06429970257573814,6562.209568104222,-39.6673944345733,0.30301478705942636
"alphadra_20230528214035_amaetz.fits",2460093.403184222,"2023-05-28T21:40:35.116800",2100,"a.maetz","Mewlon210 + Lhires3 + 460EX",0.08392898303839047,6562.199720404563,-40.130009525722244,0.23778362402173023
"alphadra_20230528220733_vlecocq.fits",2460093.421914833,"2023-05-28T22:07:33.441600",2400.0,"v. lecocq","FSQ106@F8_StarEx2400_fente 19 m_ASI183",0.08429288277932301,6562.167889062584,-41.59558133657515,0.8724557167009516
"alphadra_20230529005128_xdupont.fits",2460093.5357412756,"2023-05-29T00:51:28.0462184",4500.0,"xdu","Newton 115x900 + StarEx2400 F23mic + ASI183MM",0.0865043115882429,6562.163740060324,-41.85929562082433,0.9066223963375666
"alphadra_20230529200152_vlecocq.fits",2460094.334637722,"2023-05-29T20:01:52.699200",3600.0,"v. lecocq","FSQ106@F8_StarEx2400_fente 19 m_ASI183",0.10202533269603009,6562.123366240879,-43.55414928717965,0.17919681737317214
"alphadra_20230529201925_ebertrand.fit",2460094.3468171298,"2023-05-29T20:19:25",3016,"ebe","C11-f2800-LhiresIII_2400-35u-Atik314L+",0.10226195515909353,6562.149355810545,-42.36372078271704,0.3779331125242158
"alphadra_20230529214513_rleadbeater.fit",2460094.406400463,"2023-05-29T21:45:13",368,"leadbeater","C11_LHIRES_2400_ATK460",0.10341954470447945,6562.1581826076435,-42.00738124235705,0.5686124125424225
"alphadra_20230530205342_ebryssinck.fit",2460095.3706365395,"2023-05-30T20:53:42.997",3610.0,"e.bryssinck","C11_LHiRes_2400_TRIUSSX814",0.12215279675959323,6562.128671327508,-43.34142865987797,0.2008299241080356
"alphadra_20230530211947_agarrigós.fits",2460095.388738426,"2023-05-30T21:19:47",1824,"a. garrigos","C11(F/10)-LHIRESIII_2400 ATIK460EX",0.12250448158920335,6562.137595037149,-42.94319737097804,0.645927307082457
"alphadra_20230530215333_amaetz.fits",2460095.4121949165,"2023-05-30T21:53:33.640800",3000,"a.maetz","Mewlon210 + Lhires3 + 460EX",0.1229601960780542,6562.12467061391,-43.56475044825882,0.5807877627347618
"alphadra_20230531001850_xdupont.fits",2460095.5130800074,"2023-05-31T00:18:50.1126437",4500.0,"xdu","Newton 115x900 + StarEx2400 F23mic + ASI183MM",0.12492019932028597,6562.13516341109,-43.148013545352235,0.4992468236308547
"alphadra_20230531202852_xdupont.fits",2460096.3533799434,"2023-05-31T20:28:52.0270969",5400.0,"xdu","Newton 115x900 + StarEx2400 F23mic + ASI183MM",0.14124561058372365,6562.119925315353,-43.711628920556144,0.8457021115329105
"alphadra_20230531205824_mlarsson.fits",2460096.373891007,"2023-05-31T20:58:24.183",9000.0,"lmn","C8 + StarEx + QHY183",0.1416441010950109,6562.1155500144805,-43.956142963103176,0.2639674760730648
"alphadra_20230531212714_amaetz.fits",2460096.393915861,"2023-05-31T21:27:14.330400",2700,"a.maetz","Mewlon210 + Lhires3 + 460EX",0.1420331454815198,6562.109934938606,-44.21751715400797,0.7174824160228609
"alphadra_20230531221142_vlecocq.fits",2460096.424801222,"2023-05-31T22:11:42.825600",6600.0,"v. lecocq","FSQ106@F8_StarEx2400_fente 19 m_ASI183",0.1426331886339085,6562.115125907078,-44.00209767190881,0.18395762622858827
"alphadra_20230601204631_agarrigós.fits",2460097.365636574,"2023-06-01T20:46:31",1513,"a. garrigos","C11(F/10)-LHIRESIII_2400 ATIK460EX",0.16091180963013585,6562.12396489943,-43.53123674971927,0.29197890997123566
"alphadra_20230601210310_xdupont.fits",2460097.377201953,"2023-06-01T21:03:10.2487336",5400.0,"xdu","Newton 115x900 + StarEx2400 F23mic + ASI183MM",0.16113650269309687,6562.11023194579,-44.166173112815784,0.4439141011652726
"alphadra_20230601215427_amaetz.fits",2460097.4128206945,"2023-06-01T21:54:27.708000",4500,"a.maetz","Mewlon210 + Lhires3 + 460EX",0.16182850632091572,6562.100998102329,-44.63283894286318,0.8271962067601167
"alphadra_20230601234444_bchristian.fits",2460097.4894076944,"2023-06-01T23:44:44.824800",7200.0,"cbuil","T200 + StarEx2400  + ASI533MM",0.1633164443983901,6562.098463254185,-44.812292599779795,0.7448400199914942
"alphadra_20230603002939_xdupont.fits",2460098.5205933047,"2023-06-03T00:29:39.2615048",4500.0,"xdu","Newton 115x900 + StarEx2400 F23mic + ASI183MM",0.18335039710305523,6562.101238378104,-44.674227155173796,0.4596810775722277
"alphadra_20230603205805_agarrigós.fit",2460099.3736689813,"2023-06-03T20:58:05",2144,"a. garrigos","C11(F/10)-LHIRESIII_2400 ATIK460EX",0.1999240164292928,6562.127190495028,-43.366375889061615,0.9304730753928007
"alphadra_20230604203558_ebryssinck.fit",2460100.3583101854,"2023-06-04T20:35:58.000",4814.0,"e.bryssinck","C11_LHiRes_2400_TRIUSSX814",0.21905370086142284,6562.08517049077,-45.26211582415945,0.3907805630601108
"alphadra_20230604220905_amaetz.fits",2460100.4229808887,"2023-06-04T22:09:05.548800",3601.4,"a.maetz","Mewlon210 + Lhires3 + 460EX",0.22031012822031926,6562.103918461748,-44.46383670924634,1.114867754417946
"alphadra_20230605012321_xdupont.fits",2460100.5578884124,"2023-06-05T01:23:21.5588211",4500.0,"xdu","Newton 115x900 + StarEx2400 F23mic + ASI183MM",0.22293112188162922,6562.11258384348,-44.138851242059495,0.5530432547587685
"alphadra_20230605203414_gbertrand.fits",2460101.357113894,"2023-06-05T20:34:14.6404527",3600.0,"gbertrand","72ED + StarEx2400 + ASI183MM",0.23845853551299,6562.080705794123,-45.42977876202973,0.5744764918625068
"alphadra_20230605214229_vlecocq.fits",2460101.404506722,"2023-06-05T21:42:29.380800",6000.0,"v. lecocq","FSQ106@F8_StarEx2400_fente 19 m_ASI183",0.23937928698953215,6562.094509729953,-44.85497846947805,0.31944229081715425
"alphadra_20230607012915_xdupont.fits",2460102.5619871938,"2023-06-07T01:29:15.6935286",2700.0,"xdu","Newton 115x900 + StarEx2400 F23mic + ASI183MM",0.2618669058994101,6562.096668334185,-44.82009656977416,0.520684902452722
"alphadra_20230607204105_sdevisscher.fits",2460103.3618646944,"2023-06-07T20:41:05.109600",4200.0,"sdv","AP130EDT + LHIRESIII  + ASI533MM",0.27740698700438315,6562.107856913617,-44.164282107937375,0.9564676050574312
"alphadra_20230608205545_ebryssinck.fit",2460104.3720486113,"2023-06-08T20:55:45.000",3610.0,"e.bryssinck","C11_LHiRes_2400_TRIUSSX814",0.2970329172088668,6562.113182799755,-43.89364052610022,0.4455356650631037
"alphadra_20230608224234_jbroussat.fits",2460104.446226852,"2023-06-08T22:42:34",3535,"jj broussat","C9 LHIRES3_2400 ATIK460",0.29847405772881075,6562.129118634272,-43.223153937627366,1.3252182935484838
"alphadra_20230610210444_ebryssinck.fit",2460106.3782985997,"2023-06-10T21:04:44.999",3611.0,"e.bryssinck","C11_LHiRes_2400_TRIUSSX814",0.3360104950416769,6562.174977965916,-41.00675781246321,0.3942067923045802
"alphadra_20230610235100_bchristian.fits",2460106.493757333,"2023-06-10T23:51:00.633600",6600.0,"cbuil","Askar80PHQ + StarEx2400  + ASI533MM",0.3382536361225732,6562.1698536188815,-41.33460758607452,0.15470162813677685
"alphadra_20230611011550_xdupont.fits",2460106.552668417,"2023-06-11T01:15:50.5511995",3600.0,"xdu","Newton 115x900 + StarEx2400 F23mic + ASI183MM",0.339398165151664,6562.183060515365,-40.73877558654078,0.26632128414882966
"alphadra_20230611203853_ebertrand.fit",2460107.360335648,"2023-06-11T20:38:53",3104,"ebe","C11-f2800-LhiresIII_2400-35u-Atik314L+",0.3550895857362377,6562.20861919647,-39.40456689570297,0.41548976740796495
"alphadra_20230613204938_ebryssinck.fit",2460109.367812477,"2023-06-13T20:49:38.998",3610.0,"e.bryssinck","C11_LHiRes_2400_TRIUSSX814",0.39409099872062825,6562.24621295868,-37.61628327689165,0.3743058411320745
"alphadra_20230614204742_ebryssinck.fit",2460110.3664583336,"2023-06-14T20:47:42.000",3610.0,"e.bryssinck","C11_LHiRes_2400_TRIUSSX814",0.41349276660778855,6562.284261960231,-35.8274028984766,0.2579619971441256
"alphadra_20230615203201_vlecocq.fits",2460111.3555738055,"2023-06-15T20:32:01.576800",2400.0,"v. lecocq","FSQ106@F8_StarEx2400_fente 19 m_ASI183",0.4327093774566606,6562.326510023766,-33.83848387658044,0.2494548892887522
"alphadra_20230615204618_ebryssinck.fit",2460111.365497662,"2023-06-15T20:46:18.998",3610.0,"e.bryssinck","C11_LHiRes_2400_TRIUSSX814",0.43290217890182703,6562.324137589669,-33.95189576838052,0.2573954064070144
"alphadra_20230615213318_gbertrand.fits",2460111.398126836,"2023-06-15T21:33:18.1586276",3600,"gbertrand","72ED + StarEx2400 + ASI183MM",0.4335361009780456,6562.330369924639,-33.68051112824699,1.8575465552438746
"alphadra_20230615214714_fweil.fits",2460111.4078058074,"2023-06-15T21:47:14.4217450",1800.0,"f.weil","Mak127 + StarEx (2400 80x80 23u) + ASI183MM",0.4337241447745157,6562.317283950187,-34.29371440807094,0.5320895215595277
"alphadra_20230616202143_bchristian.fits",2460112.34841675,"2023-06-16T20:21:43.207200",6000.0,"cbuil","Askar107PHQ + StarEx2400  + ASI533MM",0.4519984059234332,6562.348509845932,-32.77752988520024,0.06742432286211093
"alphadra_20230616203554_vlecocq.fits",2460112.358271889,"2023-06-16T20:35:54.691200",2400.0,"v. lecocq","FSQ106@F8_StarEx2400_fente 19 m_ASI183",0.4521898723171205,6562.345183223415,-32.93127401534348,0.4837482554294127
"alphadra_20230616204950_ebryssinck.fit",2460112.367939815,"2023-06-16T20:49:50.000",3610.0,"e.bryssinck","C11_LHiRes_2400_TRIUSSX814",0.4523777015210726,6562.349555455948,-32.73584100071087,0.19944127161765537
"alphadra_20230616205118_amaetz.fits",2460112.3689583335,"2023-06-16T20:51:18",2727,"amaetz","Mewlon210_L2400-AM_23m_Atik460",0.45239748937777335,6562.366413242814,-31.974332108172405,0.7126557880472304
"alphadra_20230623205240_vlecocq.fits",2460119.369917583,"2023-06-23T20:52:40.879200",3600.0,"v. lecocq","FSQ106@F8_StarEx2400_fente 19 m_ASI183",0.5884126597849217,6562.782634763496,-12.468980184811215,0.31882463340708045
"alphadra_20230623205358_sdevisscher.fits",2460119.3708146946,"2023-06-23T20:53:58.389600",6000.0,"sdv","AP130EDT + LHIRESIII  + ASI533MM",0.5884300889330802,6562.76587502508,-13.23889326617018,0.6041195081718447
"alphadra_20230623231741_xdupont.fits",2460119.470616733,"2023-06-23T23:17:41.2857318",3000.0,"xdu","Dall-Kirkham 350mm + StarEx2400 + ASI183MM",0.5903690505535337,6562.771848965954,-13.01438482735532,0.49460862903917574
"alphadra_20230624211824_gbertrand.fits",2460120.387781509,"2023-06-24T21:18:24.3223961",4800,"gbertrand","72ED + StarEx2400 + ASI183MM",0.6081877977924819,6562.885937195389,-7.664916784195029,0.6236876360204354
